text	labels
went along	neg
claim	neg
scuzz	neg
not for skyjackers	neg
the first chance they get	neg
do - gooders	neg
might as well	neg
gives a rat's ass	neg
spent their leisure time back in afghanistan skinning captives alive	neg
cuban club fed	neg
aided and abetted	neg
playing soccer with their heads	neg
very dangerous	neg
like crap	neg
brouhaha	neg
perp pal	neg
vacationing	neg
not pleased	neg
club fed	neg
none of the whistle - blowers seems to give a damn	neg
invisible	neg
thugs	neg
too prone	neg
brutalizing	neg
already	neg
no one up above	neg
bothered	neg
pentagon damage control	neg
pick up some tube time	neg
club fed	neg
zealots	neg
kill	neg
looking for an edge	neg
something else	neg
its crazies	neg
sadly	neg
feel	neg
the protests	neg
personally offended	neg
had anyone checked	neg
threatened	neg
creeps	neg
kamikaze killers	neg
breast - beating	neg
loved	neg
openly threatened	neg
lecturing	neg
criticized	neg
violent enemies	neg
cold	neg
kill	neg
absurdly	neg
get a life	neg
boasted	neg
faces of evil	neg
instead stay at the ritz - carlton	neg
could not help but feel	neg
relished	neg
lecturing	neg
critics	neg
bloody	neg
of all things	neg
grief and anguish	neg
incited	neg
than they deserve	neg
inhumanely	neg
benefits	neg
do n't want	neg
critics	neg
barbarians	neg
inhumane	neg
are outraged	neg
plans to kill	neg
do n't deserve	neg
extremely dangerous	neg
far better	neg
murderous thugs	neg
terrorist thugs	neg
thugs	neg
kill	neg
chronic complainers	neg
too good	neg
grief and anguish	neg
repeatedly vowed	neg
often must cope without	neg
evil - doers	neg
terrorizing	neg
so - called great satan	neg
do n't trust	neg
do n't agree	neg
does n't accept	neg
with a sigh	neg
undemocratic or uncivilized	neg
have expressed dissatisfaction - but not surprise	neg
discrediting	neg
containing daily criticism of	neg
weakening	neg
the criticism	neg
was seen	neg
dissatisfaction	neg
harms	neg
bristle at	neg
criticizes	neg
outside the law	neg
likely to grow	neg
so conservative that it makes pat buchanan look vegetarian	neg
not a legitimate government	neg
has resisted	neg
beyond the reach of any legal regime	neg
criticism from	neg
long - winded	neg
apocalyptic savagery	neg
thinks	neg
hard to find a justification	neg
unfortunately	neg
pejorative	neg
the hardest of the hard core	neg
wants	neg
now that really would be cruel	neg
those who would destroy it	neg
indefinitely	neg
no business	neg
seems to be murky here	neg
a country club	neg
warned	neg
unlawful	neg
mistake	neg
warned	neg
regards	neg
threaten to compromise	neg
felt betrayed	neg
wayward	neg
have angered	neg
setback	neg
made a mistake	neg
miscalculate	neg
moral mistake	neg
fend off	neg
warnings	neg
deny	neg
impose	neg
cautioned	neg
provocative	neg
have its way with	neg
grave concern	neg
protests	neg
flaunting it	neg
cautioned	neg
provoking	neg
opposed	neg
contravenes	neg
have shown reluctance	neg
slammed	neg
willing to escape , to kill themselves and others	neg
cried	neg
not regular patients	neg
hard - core	neg
utter boredom	neg
anxiety	neg
freak show	neg
keeping a watchful eye	neg
tensions	neg
freaky	neg
scared	neg
refused to allow	neg
do n't go with a preconceived idea	neg
makes no bones about considering	neg
so scared	neg
do n't look natural	neg
inhumane	neg
a sort of hannibal the cannibal production	neg
allegations	neg
not holding any lengthy debates	neg
do n't want	neg
are bracing	neg
oh , my god	neg
hate	neg
denied	neg
terrorists	neg
baby - faced	neg
spitting incident or threat	neg
bound to happen	neg
uproar	neg
thinking	neg
by fraud	neg
charging	neg
downplayed	neg
gunned down	neg
wooed	neg
little to offer	neg
wary of	neg
rather flimsy	neg
appears complicit	neg
anti - chavez protest	neg
massacre	neg
destabilizing	neg
muscle - flexing	neg
more alarming faults	neg
losing currency	neg
grieving	neg
open defiance	neg
alienated	neg
choked off	neg
most unfortunate	neg
discontent with	neg
marched against	neg
grieving	neg
are n't quite at peace	neg
cronies	neg
great fanfare	neg
concerns	neg
rejected	neg
very odd	neg
do not accept	neg
could explode	neg
deliberate	neg
unprecedented	neg
intimidate	neg
intense legal wrangling	neg
wrangling	neg
rigged and unacceptable	neg
seriously flawed	neg
rigging	neg
exceedingly high	neg
had warned	neg
all but dismissed	neg
high treason	neg
threatening	neg
intimidation	neg
fraught	neg
rigged	neg
pretty strong	neg
enormous implications	neg
be seen	neg
major	neg
claims of	neg
was seen	neg
volatile	neg
meant to intimidate	neg
stolen	neg
charging	neg
charging	neg
warned	neg
had been accused	neg
massively rigged	neg
internationally isolated	neg
rigged	neg
smear tactic	neg
rows	neg
to put it mildly	neg
abundantly clear	neg
dismissed	neg
impeding	neg
government - orchestrated	neg
is deemed	neg
not reflect the true will of	neg
prevented	neg
illegitimate	neg
violence and intimidation	neg
fundamentally flawed	neg
criticism	neg
stolen	neg
would not accept	neg
preventing	neg
systematic campaign of violence and intimidation	neg
ignored	neg
unfairly	neg
accuses	neg
fiercely condemned by	neg
mandatory	neg
hindered	neg
rejected	neg
outcry	neg
by failing to hold firm	neg
incited	neg
rigged	neg
unfortunately	neg
have taken a disastrous toll	neg
forever	neg
not a basket case	neg
refused to recognize	neg
explosive	neg
explosive political frustration	neg
ugly travesty	neg
increasingly tyrannical	neg
desperate	neg
intimidated and beaten	neg
in vain	neg
deeply flawed	neg
systematically wrecked	neg
ignore the consequences	neg
suffer	neg
desperate	neg
rigged	neg
misrule	neg
desperate	neg
thugs and fraud	neg
turned thugs	neg
violent	neg
incited	neg
compounded the problem	neg
highly destructive	neg
hold on power	neg
growing reluctance	neg
can not	neg
damage	neg
would not recognize	neg
launched a broad assault	neg
condemn	neg
biased propaganda	neg
unfair	neg
against	neg
systematically stealing	neg
destroyed	neg
violent reaction	neg
accusing	neg
thought	neg
criticism	neg
biased propaganda	neg
accused	neg
feared	neg
sanctions against	neg
condemning	neg
deep unpopularity	neg
riddled with irregularities	neg
seriously flawed	neg
were fears	neg
storm the castle	neg
an allegation	neg
weary	neg
charged	neg
vehemently denied	neg
are prepared to accept	neg
discourage	neg
rig	neg
fear	neg
it does not take a vivid imagination	neg
steal this election	neg
plotting	neg
plotting	neg
nor	neg
most disturbing	neg
charges	neg
intolerable	neg
desperate	neg
neither	neg
take to the streets	neg
accused	neg
widespread concerns	neg
charge	neg
accusations	neg
denied	neg
would not allow	neg
last - ditch	neg
concern	neg
comfort	neg
refuses	neg
kennels	neg
cages	neg
very , very minimal	neg
strong objections	neg
refused	neg
tough conditions	neg
cages	neg
may be disconcerted	neg
below minimum standards	neg
kennels	neg
worst	neg
voiced concern	neg
harsh	neg
far more bares bones	neg
have n't always been consistent	neg
hours away	neg
repeated warnings	neg
were callous	neg
is a telling example of a new - and perhaps risky - approach	neg
the inevitable	neg
violent protests	neg
considerable doubt	neg
economic contagion	neg
denying	neg
would be a reluctant financial firefighter	neg
fearing	neg
became too interventionist	neg
doomed	neg
nearly invisible	neg
perhaps chaos	neg
warned	neg
some sharp criticism	neg
would be a reluctant financial firefighter	neg
abandoning an ally	neg
suffer the consequences of its own economic mismanagement	neg
abandon	neg
reckless	neg
had not heeded	neg
the objections	neg
financial disaster	neg
should have called government officials to account sooner	neg
gone awry	neg
incredibly difficult	neg
sound the alarm	neg
jeopardizing	neg
disagreed	neg
at turns passive and inflexible	neg
delaying the day of reckoning	neg
excessive or at the wrong time	neg
little chance of success	neg
made the opposite mistake	neg
has been sounding the alarm	neg
put most of the blame	neg
impossible to maintain	neg
very hard line	neg
unworkable	neg
grow out of control	neg
let them stay in denial	neg
is always a tough call	neg
the doubts	neg
is partly to blame	neg
were wrenching	neg
made a mistake in not saying no	neg
stay in denial	neg
criticisms	neg
assailed	neg
inconsistent	neg
doubts	neg
deadly	neg
had likely deteriorated beyond repair	neg
difficulty , of course	neg
collapse looked imminent	neg
come under fire	neg
collapse	neg
have raised fresh questions	neg
did not sound the alarm in time	neg
either they fail outright	neg
putting at least part of the blame	neg
you face a catastrophe	neg
showed callousness	neg
bungled its dealings	neg
abandoning a longtime client	neg
complained	neg
get away with bad bets	neg
raises new doubts	neg
it would have avoided this problem	neg
hand - wringing	neg
helped argentina dig itself into a deeper hole	neg
publicly denouncing	neg
forcing painful austerity measures	neg
the objections	neg
get away with bad policymaking	neg
would drag down the economy	neg
criticized	neg
unfair	neg
too costly to meet	neg
rejection	neg
rejected	neg
arbitrary	neg
abandoned	neg
has failed for a decade now	neg
criticized	neg
may not be what everyone wants	neg
appears to be another faith - based initiative : we should have faith that major corporations will line up to volunteer	neg
what looks like voluntary will actually be coercive	neg
will allow emissions to increase without any time frame , eternally	neg
merely reflects	neg
abandoned	neg
puts off any	neg
sharply criticized	neg
criticized	neg
wants	neg
a valentine to the coal and oil industry	neg
is concerned	neg
was particularly pleased	neg
especially those who are dangerous and suicidal	neg
probably unfortunate	neg
classic techniques	neg
humiliation of	neg
break the spirit of	neg
humiliation	neg
at least without an explanation	neg
dismissed	neg
breathless armchair hyperbole	neg
a challenge to	neg
changing our values and our way of life would be terrorism's first victory	neg
unnecessary	neg
questioned	neg
criticism	neg
psychological sense of isolation , domination and futility	neg
who did not drop out of law school as i did	neg
incommunicado	neg
sensory deprivation	neg
criticism swelled	neg
these people are committed terrorists	neg
and yet	neg
frustrated	neg
outcry	neg
have grave doubts	neg
making a spectacle of	neg
a rising tide of international criticism	neg
break the spirit of	neg
despite the sept . 11 atrocities	neg
code of not publicly criticizing	neg
legal limbo	neg
inhumanely	neg
criticized	neg
criticism	neg
refused	neg
worst unrest	neg
are concerned	neg
it is ineffective	neg
had expressed doubt	neg
were widely criticized	neg
have cast doubt	neg
would only have sharpened	neg
will be barred	neg
was meant to punish	neg
criticism	neg
saw	neg
labeling	neg
angry	neg
facing an acute dilemma	neg
ongoing human rights violations	neg
view	neg
are torn	neg
illegitimate	neg
a pariah	neg
at the severe end	neg
manipulation	neg
opprobrium	neg
delinquent	neg
have criticized	neg
rigged	neg
violent food riots and protests	neg
failed	neg
disappointment	neg
a revolving door	neg
chanted	neg
reminiscent of the turbulent days of military rule from 1976 to 1983	neg
lacks a coherent	neg
greater protests	neg
deepening economic crisis	neg
scenes of anarchy	neg
giving him free rein to arrest at will	neg
indecisive	neg
violent protests	neg
has no consensus	neg
defiant	neg
publicly accused	neg
the rioting	neg
to openly confront	neg
treason	neg
instigating	neg
patchwork	neg
free fall	neg
was rebuffed	neg
a very sad day	neg
constantly changing	neg
charges	neg
was rejected	neg
rioting	neg
more suffering	neg
of instigating the looting to overthrow the government	neg
is battling	neg
the protests	neg
assassins , assassins , assassins	neg
duress	neg
precarious	neg
worsen	neg
threatened to choke	neg
deepened	neg
were protesting	neg
worried	neg
has eroded the government's ability	neg
refuses to recognise	neg
denounce	neg
abandons	neg
aggressive	neg
intolerant	neg
revokes	neg
strike	neg
declare their opposition	neg
shook	neg
breakdown	neg
shook	neg
opposed	neg
recognizing	neg
deal with this flawed election	neg
refuses to recognize	neg
alleged rigging	neg
flaws	neg
we were soft	neg
are increasingly concerned	neg
declined	neg
would violate international standards prohibiting cruel , inhuman or degrading treatment	neg
enemies rely upon surprise and deception	neg
rigged 	neg
accusing	neg
manipulation	neg
back down	neg
however	neg
violating human rights	neg
has accused	neg
rig	neg
cracking down	neg
prejudging	neg
sharp international rebuke	neg
defying	neg
mandatory	neg
rejection	neg
is criticized	neg
hurt	neg
ineffective	neg
differ	neg
differed	neg
rejected	neg
continue to rise	neg
warn	neg
so - called	neg
push the island to the edge	neg
play into the hands	neg
extremists	neg
provocative	neg
provocative enough	neg
troublemaking	neg
fodder	neg
obviously overshadow	neg
provocation	neg
so - called	neg
menace	neg
those who sow the wind will reap a whirlwind	neg
only	neg
more dangerous	neg
protests	neg
criticized	neg
in protest	neg
remembering	neg
had rebelled	neg
rebelled	neg
a coup	neg
were accused	neg
concerns	neg
i am a jailed president	neg
was forced out	neg
was wrong	neg
would not recognize	neg
firebrand	neg
an interruption of the constitutional order	neg
feared	neg
enraging	neg
would damage	neg
defying	neg
laid the blame	neg
mercurial strongman	neg
that sort of trust takes several years , if not an entire generation , to rebuild	neg
old - style party boss	neg
moribund	neg
opposes	neg
classic gas - guzzler	neg
that's exactly what duhalde most lacks	neg
if painful	neg
worst showing ever	neg
to elicit much support abroad	neg
will collapse	neg
force us	neg
despite its many shortcomings	neg
wariness	neg
they want to hold us hostage	neg
breaking fundamental concepts	neg
inefficient argentine automakers	neg
the disorder of a closed economy	neg
return to the protectionism	neg
force us	neg
argentines were obsessed with their past triumphs	neg
exploding further	neg
precipitating the current crisis	neg
are being forced	neg
is desperate	neg
indifferent institutions	neg
failed policies	neg
neither good nor bad , just incorrigible	neg
braces	neg
epic - sized default	neg
could spark a return to the chaotic days	neg
are concerned	neg
stiffest opposition	neg
he must think he can defy gravity	neg
steering the economy into disaster	neg
the ford falcon syndrome	neg
long dominated	neg
allegations	neg
rejected	neg
violate	neg
corrupt politicians	neg
corruption	neg
dogged	neg
to fight	neg
despite widespread fatigue caused by successive austerity drives	neg
thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage	neg
thrust into its worst crisis	neg
blaming	neg
quite the contrary	neg
crash course	neg
crippling recession	neg
are shameless	neg
in doubt	neg
cosying up	neg
dump	neg
hurt	neg
denied	neg
disagreed	neg
obvious disagreement	neg
not sure	neg
concerned i become	neg
actually went far enough	neg
disagreement with	neg
not happy	neg
dump	neg
the disagreement	neg
of course	neg
are afraid	neg
rig	neg
fear and intimidation	neg
test of patience	neg
despite everything	neg
waited angrily	neg
do n't believe	neg
frustrate as many voters as you can	neg
this is the final nail on the government's coffin	neg
even with all their tricks , there are too many of us	neg
are waiting anxiously	neg
not a fair election	neg
voter intimidation , last - minute election - law changes , and outright fraud	neg
angry	neg
main cheating	neg
open to widespread abuse	neg
trying to move the goal posts	neg
refused	neg
vote rigging has been so thorough that hopes for a free election are dead	neg
was surprised , to put it mildly	neg
have criticized	neg
simply used old drafts	neg
failure to ratify	neg
to put it mildly	neg
turn it again into an irritant	neg
object	neg
serious	neg
objected	neg
criticism	neg
poor	neg
criticism was toned down greatly	neg
criticizes	neg
certain circles	neg
demonstrated little respect for basic human rights	neg
odious	neg
odious	neg
are getting coddled	neg
i'm up to my ears	neg
indoctrination	neg
angry	neg
immediately lapsed into hysterics	neg
is n't exactly clear	neg
will make it look as if they're being brutalized	neg
prisoners are getting coddled	neg
snaps	neg
fresh - meat	neg
they're a pain in the ass	neg
it's too good for the bastards	neg
this is crazy	neg
in case they lost their teeth while , say , biting a guard	neg
public curiosity	neg
prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed	neg
rankles	neg
is either angling to end the embargo or inching ever closer to dementia	neg
threatening	neg
unhappy	neg
weirdness does n't end there	neg
where the hell it is	neg
crowded , unventilated tents	neg
bellyaching	neg
undermining everything	neg
goat f - - 	neg
is inhumane	neg
mouthy	neg
probably female	neg
is stuck minding us	neg
ever - subtle	neg
illegal combatants	neg
sillier still	neg
it breaks your heart	neg
oh god no	neg
the most bizarre twist	neg
are concerned	neg
the uproar	neg
how am i supposed to	neg
such humanitarians as saddam hussein and the government of malaysia	neg
making fun of	neg
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face	neg
alone	neg
whatever that is	neg
could have just as easily sustained by rereading his own copy	neg
it's hard to imagine them getting better treatment than they're already receiving	neg
are n't even allowed	neg
fiasco	neg
not happy	neg
goodies	neg
with typical understatement	neg
bad news	neg
in a limp cruise - director chirp	neg
whatever	neg
often spent years in solitary confinement	neg
i'd hate to see who got second place	neg
has made some of the loudest noise	neg
suffocating	neg
just the way the prisoners like it back home	neg
i lost any sense of dignity	neg
keepers	neg
not	neg
outcry	neg
protestations	neg
could n't care less	neg
going to crush my nuts	neg
ugly	neg
has been protested	neg
babysitters	neg
same shit , different day	neg
could n't care less	neg
have worse conditions	neg
practically scream , ca n't wait till you leave	neg
most ludicrous	neg
they get fed better than us	neg
it's not a bad deal	neg
you're	neg
never an encouraging word if	neg
are a little testy	neg
have been extremely critical	neg
like they're best buddies	neg
staying	neg
grew so unhappy	neg
all the global bellyaching	neg
immediately lapsed into hysterics	neg
it's hard to imagine	neg
claimed	neg
there's plenty of food to play with	neg
kill americans , get arrested , then get a pay raise from america	neg
call	neg
introduce the rioters to their 72 black - eyed virgins	neg
dings	neg
threatening	neg
running my ass off chasing you guys around	neg
snapped at	neg
fearing	neg
hurry up and wait . 	neg
cages	neg
is self - inflicted	neg
a chorus of euro - whiners	neg
hospitality ends there	neg
because it has a coffee pot and seascape paintings that look pilfered from a south florida retirement village	neg
did n't want	neg
do n't bother	neg
lot of heartbreak over the years	neg
some guano rock in the pacific	neg
puzzled	neg
the public affairs show	neg
only abuse	neg
breaks your heart	neg
was nothing more than a sick attempt to appeal to the worst red - neck prejudices	neg
method reporting	neg
brutalized , tortured , and humiliated	neg
not my problem	neg
the efficiency of bulgarian dmv workers	neg
forbids	neg
so overshadowed by the secretary's rock star aura	neg
this is bullshit	neg
is obviously afoot	neg
will have less room to roam	neg
greatest	neg
once again turn its back	neg
an air of indignation	neg
allow	neg
fiendish - looking	neg
is upset	neg
hurt	neg
against	neg
labeling	neg
will die	neg
growing tendency to act first and consult later	neg
too	neg
concerns	neg
to labeling	neg
accidental slight	neg
crowding some of them out of existence	neg
follow suit	neg
may starve	neg
dire possible consequences	neg
seizes a weeping globe in his monster - size hands	neg
absolutely inadmissible	neg
turn its back	neg
backing out	neg
from pulling out of	neg
irked	neg
forging its own way	neg
do - it - our - way	neg
overlooking	neg
gently balked	neg
ultimate effectiveness is in doubt	neg
their own	neg
prime targets	neg
are irritated	neg
fear	neg
but now	neg
axis of evil	neg
once again	neg
but not	neg
diplomatic flirtation with leftist world dictators	neg
heavy - handed	neg
joined in a giant protest	neg
fighting tyranny with tyranny	neg
pent - up opposition	neg
a former army coup - meister himself	neg
coup - plotting	neg
tarnishing the us role	neg
are in shreds	neg
has abused	neg
threatening	neg
clearly did n't work	neg
only hints at his inclinations to gain more power	neg
revolted	neg
has a reason to repent	neg
avoid	neg
taiwan independence'	neg
anger	neg
angered	neg
has regarded	neg
a rebel province	neg
fearing	neg
had expressed opposition	neg
has threatened to attack	neg
to put it mildly	neg
widespread abuses	neg
very odd	neg
unprecedented	neg
refused	neg
complaints	neg
rigged	neg
rigged	neg
neither free nor fair	neg
enormous implications	neg
stolen the election	neg
stolen	neg
warned	neg
enormous implications	neg
terrible	neg
every sign of intimidation	neg
irregularities	neg
horrible	neg
telling	neg
were striking	neg
firing indiscriminately	neg
not tolerable	neg
defenceless	neg
is in shellshock	neg
feeling of uncertainty	neg
telling lies	neg
a power vacuum	neg
feeling of uncertainty	neg
threatened to cripple	neg
have been growing less visionary	neg
violates international agreements	neg
o'keefe jumps with both feet into this fiscal morass	neg
is not credible	neg
opposition	neg
enthusiast	neg
essentially close off international use of the station	neg
swapping the silver - visored helmet of a space cadet for the green eyeshade of a consummate bean counter	neg
ballooned far beyond	neg
has come under fire	neg
a dysfunctional space program	neg
nasa has to clean up its act	neg
were red - penciled	neg
arbitrarily	neg
axis of evil	neg
axis of evil	neg
bound to be serious	neg
disapproves	neg
disapprove	neg
do not agree	neg
disapproves	neg
axis of evil	neg
further expressed alarm	neg
slams	neg
do n't support	neg
denied	neg
slams	neg
expressed concern	neg
continues to indefinitely refuse	neg
increasingly close	neg
warned	neg
erroneous	neg
renegade	neg
violation	neg
long refused	neg
by force	neg
slammed	neg
oppose	neg
has threatened	neg
has always resolutely opposed	neg
bashed	neg
interference	neg
is firmly opposed to	neg
refused to confirm	neg
slammed	neg
dissatisfaction over	neg
are worried	neg
ripple effect	neg
fear	neg
if it is successful	neg
at the expense of	neg
increasingly angry	neg
do n't want	neg
break promises	neg
now broke	neg
it could become a reference	neg
has resisted	neg
does not agree	neg
other nations may try to do the same in less dire times	neg
fear	neg
not intent on revitalizing its economies	neg
blaming	neg
remained defiant	neg
denounced	neg
avoid deepening	neg
boycott	neg
rigged	neg
not you , sirs and not the one person in 10 downing st . , tony blair	neg
criticism	neg
boycotted	neg
had aligned against	neg
were protesting	neg
to denounce	neg
had been tainted by months of political violence and intimidation , last - minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare	neg
bitterly fought	neg
traumatized	neg
dangerous	neg
might raise the hackles	neg
concerns	neg
are considered	neg
the concern	neg
abandoned	neg
lashed out	neg
wracked by intense violence and intimidation	neg
frustrate	neg
was charged with treason	neg
appeared to be a show of force	neg
was too tainted for elections to be free and fair	neg
not only prejudice	neg
fail	neg
were also uncertain	neg
holding things up to hurt his chances	neg
accused	neg
bias against	neg
chanting	neg
appear to make it easier to rig the vote	neg
as servants to white interests and western powers	neg
scores of	neg
refused	neg
fears	neg
has painted	neg
are scared	neg
is trying to move the goal posts to disenfranchise people	neg
blamed	neg
you frustrate as many voters as you can	neg
thinks	neg
bias against	neg
cornered	neg
decided to punish	neg
protesting	neg
he can work with his troubled neighbor	neg
flawed	neg
despite overwhelming evidence of voter intimidation and manipulation of polls	neg
has lashed out	neg
charging	neg
joining the west in criticizing	neg
morgan tsvangirai with trying to kill him	neg
would have been in jeopardy if	neg
despite	neg
stop his repression	neg
widespread disgust	neg
opprobrium	neg
desperation	neg
not be condoned by	neg
should not be condoned	neg
such desperation	neg
without just compensation	neg
reflects widespread disgust	neg
rigged	neg
rogue states	neg
do n't like	neg
chilly	neg
uses a double standard in its definition of terrorism	neg
view	neg
disagrees	neg
the iranians have not done what the pakistan government has done	neg
never had a democratic election	neg
an ``axis of evil	neg
orchestrating	neg
axis'' suggested an alliance that does n't exist	neg
saddam hussein is the next target unless iraq shapes up	neg
accused	neg
accusing	neg
an ``axis of evil	neg
disagrees	neg
would not support	neg
arrogantly , humiliatingly , aggressively and in an interfering way	neg
a nation that ``continues to flaunt its hostility toward america and to support terror	neg
caused shudders	neg
have watched with chagrin	neg
axis of evil	neg
had particularly harsh words for	neg
pose ``a grave and growing danger	neg
condemnation	neg
flaunt its hostility toward	neg
were merely a shenanigan aimed at continuing with its policy of agression against us	neg
spoke arrogantly , humiliatingly , aggressively	neg
and worse than anything , it is an insult to the iranian nation	neg
angrily rejected	neg
declined	neg
warmongering	neg
corner	neg
do n't think it is a wise thing	neg
return to confrontation	neg
the u . s . government ``is the source of evil'' in the world	neg
axis of evil	neg
cut any routes	neg
countries such as iran , iraq and north korea represent an ``axis of evil	neg
charge	neg
because they seek weapons of mass destruction and have links with terrorist groups	neg
accused	neg
disastrous	neg
suggestions	neg
brushed aside	neg
botched coup	neg
compare	neg
was swift to denounce	neg
likening	neg
have rankled	neg
failed coup	neg
incessant irritant	neg
terror compound	neg
stretched to the limit	neg
bit more dangerous	neg
tried to tear up	neg
publicity stunt	neg
so - far spurned	neg
as notorious as devil's island	neg
scorned	neg
sitting on the sidelines	neg
like alcatraz or devil's island	neg
american imperialists	neg
isolated and frustrated	neg
felt	neg
were worried	neg
are concerned	neg
are concerned	neg
totally unrealistic budget was prepared	neg
underestimates	neg
we would be digging ourselves out of the ruins at this time	neg
can only speak of	neg
were ill - received	neg
did his best to undermine confidence	neg
one can only speak of mismanagement	neg
continuing battle	neg
realized	neg
argentine proportions	neg
would have to be drastically revised and curtailed	neg
came to naught	neg
budget was a disaster	neg
fall far short of	neg
warning lights are flashing	neg
already over - taxed economy	neg
it is a sign of serious economic trouble	neg
bloated budget	neg
misguided	neg
beyond reasonable bounds	neg
being torn to bits	neg
those who bet on the dollar will lose	neg
unless drastic measures are taken , we are on the way	neg
false premises regarding anticipated government revenues	neg
the need for a major revision	neg
confidence in it is waning	neg
fearing	neg
cowed	neg
alarm	neg
it's shameful	neg
it would be madness to hold elections now	neg
grinds on	neg
was worried	neg
shameful	neg
withdrew support	neg
we are millimeters away from a civil war	neg
m worried	neg
being power - hungry	neg
until all those above us stop stealing , argentina has no way out	neg
of more misery	neg
living in fear	neg
it could devalue and spark inflation	neg
have warned	neg
bickering	neg
bloodshed	neg
of more	neg
losing his party's support	neg
accusing	neg
fear of	neg
misery	neg
unpopular	neg
of more	neg
no more	neg
disregarding	neg
complained	neg
enough	neg
protests	neg
wary	neg
devastating	neg
the rioting	neg
are deeply skeptical	neg
violent protests	neg
spurned	neg
protest	neg
seething with anger	neg
marred by	neg
does not look very good	neg
think	neg
criticism	neg
wants	neg
looking nervously over	neg
confusion	neg
systematic campaign of violence	neg
were not prepared	neg
blamed	neg
fraud - tainted	neg
fraud	neg
appeared	neg
flawed	neg
found little to object to	neg
criticism from	neg
going to the dogs	neg
plotting to assassinate	neg
clucked and shook his head	neg
unfair	neg
despondent	neg
would not recognize	neg
does not reflect	neg
daylight robbery	neg
disputed by	neg
flawed	neg
denouncing	neg
rigged	neg
just about every shady tactic in the book	neg
condemned	neg
ugly split	neg
sent packing	neg
biggest electoral fraud	neg
manipulation	neg
at a loss	neg
trumped up	neg
disenfranchise	neg
would protest	neg
violence	neg
denounced	neg
the main concern	neg
oversight	neg
toughs	neg
intimidation	neg
threatened by	neg
not immediately denouncing	neg
are scared	neg
attacked	neg
disorganization	neg
difficulties	neg
do not recognize	neg
the last thing	neg
befuddled	neg
straighten this mess out	neg
that makes them about as dangerous as a person can be in modern times	neg
see	neg
would be protesting	neg
compares poorly	neg
provoked	neg
is getting little sympathy	neg
clearly violate	neg
are still worried	neg
tensions	neg
a casualty of his own government's attempt to maintain favor in washington	neg
the extent to which this guy's legal rights are being subjugated to the australian government's shuttle diplomacy with the us	neg
could fray the bilateral goodwill	neg
pathetic in that	neg
markedly different	neg
see	neg
double standard	neg
a traitor	neg
he is an australian citizen , and australia is not the 51st state of america	neg
a naive , patently stupid young man who chose the wrong heroes	neg
damage to the international coalition against terrorism	neg
in a way our government has not been	neg
double standard	neg
refusal	neg
running slightly against	neg
dissent	neg
demeaned	neg
anti - american doctrines	neg
imbibed them amidst the safety and leisure	neg
more muted and often self - satisfied	neg
was mistreating its hostages	neg
sneering	neg
it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure	neg
raised the pitch	neg
shift loosely between the u . s . polity and people	neg
charges	neg
joining the fray	neg
would be nothing without the chic and prestige conferred by elite u . s . universities	neg
closer to hypocrisy than to murderous hatred	neg
wilfully ignoring geneva conventions	neg
is a simple prejudice	neg
from british lords down to humble skinheads	neg
common enemy of all civilized men and women	neg
spout	neg
horror	neg
flavour of conspiracy	neg
jumped to the conclusion	neg
resentment	neg
second only to the terrorism itself	neg
natural antipathy	neg
unselfconsciously	neg
wilfully ignoring	neg
that was horrible	neg
it is wrong	neg
after the collapse of all their arguments	neg
quality of knowingness	neg
have committed many sins	neg
great evil on open display	neg
the magnitude of the threat they pose	neg
can never be right to indulge this disease	neg
the mistake is to assume	neg
making liberal use of the but construction	neg
left has compounded anti - americanism into dogma	neg
something so petty	neg
charges brought	neg
secretly behind every local misfortune	neg
advanced a mendacious critique	neg
the american vulgarity	neg
mendacious	neg
catastrophe	neg
damn yankees	neg
tyrannies	neg
resumed their anti - american tirade	neg
effectively rebutted	neg
confers a comforting sense of personal and national vindication , when no other prop can be found	neg
world's most prominent self - styled palestinian refugee	neg
unpreparedness	neg
murderous hatred	neg
what begins to happen when we hate our friends	neg
over something as petty as envy	neg
to hate	neg
are so hated	neg
could object	neg
nor are they	neg
the gitmo gandhis	neg
as if	neg
rather than a product of comprehensive reasoning	neg
their confusion of ends and means	neg
where there are not even polls	neg
catastrophe	neg
were intimidated	neg
the opposition members have a loaded gun at their head with mr . mugabe's fingers on the trigger	neg
led a move to suspend	neg
rigging the election	neg
concluding	neg
had argued	neg
bad decision	neg
was tougher	neg
has been widely condemned	neg
more sanctions should be imposed	neg
his band of thugs that have brutalized the people of zimbabwe	neg
were highly critical	neg
has been reluctant	neg
a bad decision	neg
which means an indefinite suspension from the commonwealth , a ban on travel for mugabe's cronies and to freeze their personal assets	neg
never	neg
will never accept	neg
disapproval	neg
sat on the fence for months	neg
a slap on the wrist	neg
had reservations	neg
resulted in many people being killed or tortured that did n't need to be	neg
was resisted	neg
rigged	neg
has no legitimacy	neg
must push for punitive action against mr . mugabe	neg
